agent,session,episode,score,epsilon,beta
dqn_agent_1_2,0,72,2.0,0.7005493475733617,0
dqn_agent_1_2,0,73,2.0,0.697046600835495,0
dqn_agent_1_2,0,74,0.0,0.6935613678313175,0
dqn_agent_1_2,0,75,3.0,0.6900935609921609,0
dqn_agent_1_2,0,76,1.0,0.6866430931872001,0
dqn_agent_1_2,0,77,-1.0,0.6832098777212641,0
dqn_agent_1_2,0,78,1.0,0.6797938283326578,0
dqn_agent_1_2,0,79,2.0,0.6763948591909945,0
dqn_agent_1_2,0,80,-2.0,0.6730128848950395,0
dqn_agent_1_2,0,81,2.0,0.6696478204705644,0
dqn_agent_1_2,0,82,0.0,0.6662995813682115,0
dqn_agent_1_2,0,83,-2.0,0.6629680834613705,0
dqn_agent_1_2,0,84,2.0,0.6596532430440636,0
dqn_agent_1_2,0,85,2.0,0.6563549768288433,0
dqn_agent_1_2,0,86,0.0,0.653073201944699,0
dqn_agent_1_2,0,87,2.0,0.6498078359349755,0
dqn_agent_1_2,0,88,5.0,0.6465587967553006,0
dqn_agent_1_2,0,89,4.0,0.6433260027715241,0
dqn_agent_1_2,0,90,2.0,0.6401093727576664,0
dqn_agent_1_2,0,91,2.0,0.6369088258938781,0
dqn_agent_1_2,0,92,3.0,0.6337242817644086,0
dqn_agent_1_2,0,93,2.0,0.6305556603555866,0
dqn_agent_1_2,0,94,-1.0,0.6274028820538087,0
dqn_agent_1_2,0,95,1.0,0.6242658676435396,0
dqn_agent_1_2,0,96,1.0,0.6211445383053219,0
dqn_agent_1_2,0,97,0.0,0.6180388156137953,0
dqn_agent_1_2,0,98,1.0,0.6149486215357263,0
dqn_agent_1_2,0,99,1.0,0.6118738784280476,0
dqn_agent_1_2,0,100,-1.0,0.6088145090359074,0
dqn_agent_1_2,0,101,0.0,0.6057704364907278,0
dqn_agent_1_2,0,102,6.0,0.6027415843082742,0
dqn_agent_1_2,0,103,3.0,0.5997278763867329,0
dqn_agent_1_2,0,104,4.0,0.5967292370047992,0
dqn_agent_1_2,0,105,4.0,0.5937455908197752,0
dqn_agent_1_2,0,106,10.0,0.5907768628656763,0
dqn_agent_1_2,0,107,0.0,0.5878229785513479,0
dqn_agent_1_2,0,108,6.0,0.5848838636585911,0
dqn_agent_1_2,0,109,3.0,0.5819594443402982,0
dqn_agent_1_2,0,110,3.0,0.5790496471185967,0
dqn_agent_1_2,0,111,2.0,0.5761543988830038,0
dqn_agent_1_2,0,112,3.0,0.5732736268885887,0
dqn_agent_1_2,0,113,4.0,0.5704072587541458,0
dqn_agent_1_2,0,114,2.0,0.567555222460375,0
dqn_agent_1_2,0,115,2.0,0.5647174463480732,0
dqn_agent_1_2,0,116,5.0,0.5618938591163328,0
dqn_agent_1_2,0,117,1.0,0.5590843898207511,0
dqn_agent_1_2,0,118,1.0,0.5562889678716474,0
dqn_agent_1_2,0,119,-1.0,0.5535075230322891,0
dqn_agent_1_2,0,120,5.0,0.5507399854171277,0
dqn_agent_1_2,0,121,5.0,0.547986285490042,0
dqn_agent_1_2,0,122,2.0,0.5452463540625918,0
dqn_agent_1_2,0,123,8.0,0.5425201222922789,0
dqn_agent_1_2,0,124,5.0,0.5398075216808175,0
dqn_agent_1_2,0,125,1.0,0.5371084840724134,0
dqn_agent_1_2,0,126,5.0,0.5344229416520513,0
dqn_agent_1_2,0,127,1.0,0.531750826943791,0
dqn_agent_1_2,0,128,1.0,0.5290920728090721,0
dqn_agent_1_2,0,129,2.0,0.5264466124450268,0
dqn_agent_1_2,0,130,2.0,0.5238143793828016,0
dqn_agent_1_2,0,131,-1.0,0.5211953074858876,0
dqn_agent_1_2,0,132,8.0,0.5185893309484582,0
dqn_agent_1_2,0,133,2.0,0.5159963842937159,0
dqn_agent_1_2,0,134,3.0,0.5134164023722473,0
dqn_agent_1_2,0,135,4.0,0.510849320360386,0
dqn_agent_1_2,0,136,3.0,0.5082950737585841,0
dqn_agent_1_2,0,137,7.0,0.5057535983897912,0
dqn_agent_1_2,0,138,5.0,0.5032248303978422,0
dqn_agent_1_2,0,139,3.0,0.500708706245853,0
dqn_agent_1_2,0,140,8.0,0.4982051627146237,0
dqn_agent_1_2,0,141,4.0,0.49571413690105054,0
dqn_agent_1_2,0,142,1.0,0.4932355662165453,0
dqn_agent_1_2,0,143,0.0,0.4907693883854626,0
dqn_agent_1_2,0,144,3.0,0.4883155414435353,0
dqn_agent_1_2,0,145,5.0,0.4858739637363176,0
dqn_agent_1_2,0,146,1.0,0.483444593917636,0
dqn_agent_1_2,0,147,7.0,0.4810273709480478,0
dqn_agent_1_2,0,148,7.0,0.47862223409330756,0
dqn_agent_1_2,0,149,7.0,0.47622912292284103,0
dqn_agent_1_2,0,150,2.0,0.4738479773082268,0
dqn_agent_1_2,0,151,1.0,0.47147873742168567,0
dqn_agent_1_2,0,152,3.0,0.46912134373457726,0
dqn_agent_1_2,0,153,5.0,0.46677573701590436,0
dqn_agent_1_2,0,154,6.0,0.46444185833082485,0
dqn_agent_1_2,0,155,2.0,0.46211964903917074,0
dqn_agent_1_2,0,156,6.0,0.4598090507939749,0
dqn_agent_1_2,0,157,4.0,0.457510005540005,0
dqn_agent_1_2,0,158,5.0,0.45522245551230495,0
dqn_agent_1_2,0,159,5.0,0.4529463432347434,0
dqn_agent_1_2,0,160,6.0,0.4506816115185697,0
dqn_agent_1_2,0,161,4.0,0.4484282034609769,0
dqn_agent_1_2,0,162,4.0,0.446186062443672,0
dqn_agent_1_2,0,163,6.0,0.4439551321314536,0
dqn_agent_1_2,0,164,4.0,0.4417353564707963,0
dqn_agent_1_2,0,165,5.0,0.43952667968844233,0
dqn_agent_1_2,0,166,2.0,0.43732904629000013,0
dqn_agent_1_2,0,167,3.0,0.4351424010585501,0
dqn_agent_1_2,0,168,6.0,0.43296668905325736,0
dqn_agent_1_2,0,169,2.0,0.43080185560799106,0
dqn_agent_1_2,0,170,8.0,0.4286478463299511,0
dqn_agent_1_2,0,171,6.0,0.42650460709830135,0
dqn_agent_1_2,0,172,9.0,0.42437208406280985,0
dqn_agent_1_2,0,173,6.0,0.4222502236424958,0
dqn_agent_1_2,0,174,2.0,0.42013897252428334,0
dqn_agent_1_2,0,175,5.0,0.4180382776616619,0
dqn_agent_1_2,0,176,3.0,0.4159480862733536,0
dqn_agent_1_2,0,177,5.0,0.41386834584198684,0
dqn_agent_1_2,0,178,7.0,0.4117990041127769,0
dqn_agent_1_2,0,179,5.0,0.40974000909221303,0
dqn_agent_1_2,0,180,4.0,0.40769130904675194,0
dqn_agent_1_2,0,181,8.0,0.40565285250151817,0
dqn_agent_1_2,0,182,6.0,0.4036245882390106,0
dqn_agent_1_2,0,183,5.0,0.4016064652978155,0
dqn_agent_1_2,0,184,5.0,0.3995984329713264,0
dqn_agent_1_2,0,185,7.0,0.3976004408064698,0
dqn_agent_1_2,0,186,8.0,0.39561243860243744,0
dqn_agent_1_2,0,187,8.0,0.3936343764094253,0
dqn_agent_1_2,0,188,6.0,0.39166620452737816,0
dqn_agent_1_2,0,189,5.0,0.3897078735047413,0
dqn_agent_1_2,0,190,7.0,0.3877593341372176,0
dqn_agent_1_2,0,191,11.0,0.3858205374665315,0
dqn_agent_1_2,0,192,4.0,0.38389143477919885,0
dqn_agent_1_2,0,193,6.0,0.3819719776053028,0
dqn_agent_1_2,0,194,6.0,0.3800621177172763,0
dqn_agent_1_2,0,195,6.0,0.37816180712868996,0
dqn_agent_1_2,0,196,6.0,0.37627099809304654,0
dqn_agent_1_2,0,197,4.0,0.3743896431025813,0
dqn_agent_1_2,0,198,2.0,0.37251769488706843,0
dqn_agent_1_2,0,199,7.0,0.3706551064126331,0
dqn_agent_1_2,0,200,5.0,0.36880183088056995,0
dqn_agent_1_2,0,201,3.0,0.3669578217261671,0
dqn_agent_1_2,0,202,9.0,0.36512303261753626,0
dqn_agent_1_2,0,203,6.0,0.3632974174544486,0
dqn_agent_1_2,0,204,8.0,0.3614809303671764,0
dqn_agent_1_2,0,205,7.0,0.3596735257153405,0
dqn_agent_1_2,0,206,6.0,0.3578751580867638,0
dqn_agent_1_2,0,207,9.0,0.35608578229633,0
dqn_agent_1_2,0,208,6.0,0.3543053533848483,0
dqn_agent_1_2,0,209,5.0,0.35253382661792404,0
dqn_agent_1_2,0,210,3.0,0.3507711574848344,0
dqn_agent_1_2,0,211,2.0,0.34901730169741024,0
dqn_agent_1_2,0,212,7.0,0.3472722151889232,0
dqn_agent_1_2,0,213,4.0,0.3455358541129786,0
dqn_agent_1_2,0,214,3.0,0.3438081748424137,0
dqn_agent_1_2,0,215,9.0,0.3420891339682016,0
dqn_agent_1_2,0,216,15.0,0.3403786882983606,0
dqn_agent_1_2,0,217,12.0,0.3386767948568688,0
dqn_agent_1_2,0,218,8.0,0.33698341088258443,0
dqn_agent_1_2,0,219,3.0,0.3352984938281715,0
dqn_agent_1_2,0,220,6.0,0.33362200135903064,0
dqn_agent_1_2,0,221,4.0,0.33195389135223546,0
dqn_agent_1_2,0,222,7.0,0.3302941218954743,0
dqn_agent_1_2,0,223,8.0,0.32864265128599696,0
dqn_agent_1_2,0,224,4.0,0.326999438029567,0
dqn_agent_1_2,0,225,4.0,0.3253644408394192,0
dqn_agent_1_2,0,226,6.0,0.3237376186352221,0
dqn_agent_1_2,0,227,12.0,0.322118930542046,0
dqn_agent_1_2,0,228,4.0,0.32050833588933575,0
dqn_agent_1_2,0,229,5.0,0.31890579420988907,0
dqn_agent_1_2,0,230,6.0,0.3173112652388396,0
dqn_agent_1_2,0,231,4.0,0.3157247089126454,0
dqn_agent_1_2,0,232,8.0,0.3141460853680822,0
dqn_agent_1_2,0,233,9.0,0.3125753549412418,0
dqn_agent_1_2,0,234,7.0,0.31101247816653554,0
dqn_agent_1_2,0,235,7.0,0.30945741577570285,0
dqn_agent_1_2,0,236,10.0,0.3079101286968243,0
dqn_agent_1_2,0,237,10.0,0.3063705780533402,0
dqn_agent_1_2,0,238,3.0,0.30483872516307353,0
dqn_agent_1_2,0,239,7.0,0.3033145315372582,0
dqn_agent_1_2,0,240,6.0,0.3017979588795719,0
dqn_agent_1_2,0,241,6.0,0.30028896908517405,0
dqn_agent_1_2,0,242,8.0,0.2987875242397482,0
dqn_agent_1_2,0,243,8.0,0.29729358661854943,0
dqn_agent_1_2,0,244,4.0,0.29580711868545667,0
dqn_agent_1_2,0,245,13.0,0.2943280830920294,0
dqn_agent_1_2,0,246,4.0,0.29285644267656924,0
dqn_agent_1_2,0,247,6.0,0.2913921604631864,0
dqn_agent_1_2,0,248,7.0,0.28993519966087045,0
dqn_agent_1_2,0,249,4.0,0.2884855236625661,0
dqn_agent_1_2,0,250,7.0,0.28704309604425327,0
dqn_agent_1_2,0,251,5.0,0.285607880564032,0
dqn_agent_1_2,0,252,10.0,0.28417984116121187,0
dqn_agent_1_2,0,253,7.0,0.2827589419554058,0
dqn_agent_1_2,0,254,11.0,0.28134514724562876,0
dqn_agent_1_2,0,255,6.0,0.2799384215094006,0
dqn_agent_1_2,0,256,5.0,0.27853872940185365,0
dqn_agent_1_2,0,257,3.0,0.27714603575484437,0
dqn_agent_1_2,0,258,14.0,0.2757603055760701,0
dqn_agent_1_2,0,259,11.0,0.2743815040481898,0
dqn_agent_1_2,0,260,10.0,0.2730095965279488,0
dqn_agent_1_2,0,261,7.0,0.27164454854530906,0
dqn_agent_1_2,0,262,13.0,0.2702863258025825,0
dqn_agent_1_2,0,263,8.0,0.2689348941735696,0
dqn_agent_1_2,0,264,9.0,0.26759021970270175,0
dqn_agent_1_2,0,265,7.0,0.2662522686041882,0
dqn_agent_1_2,0,266,2.0,0.2649210072611673,0
dqn_agent_1_2,0,267,9.0,0.26359640222486147,0
dqn_agent_1_2,0,268,8.0,0.26227842021373715,0
dqn_agent_1_2,0,269,10.0,0.2609670281126685,0
dqn_agent_1_2,0,270,9.0,0.25966219297210513,0
dqn_agent_1_2,0,271,11.0,0.2583638820072446,0
dqn_agent_1_2,0,272,7.0,0.2570720625972084,0
dqn_agent_1_2,0,273,3.0,0.25578670228422234,0
dqn_agent_1_2,0,274,7.0,0.25450776877280124,0
dqn_agent_1_2,0,275,12.0,0.2532352299289372,0
dqn_agent_1_2,0,276,11.0,0.2519690537792925,0
dqn_agent_1_2,0,277,7.0,0.2507092085103961,0
dqn_agent_1_2,0,278,14.0,0.2494556624678441,0
dqn_agent_1_2,0,279,3.0,0.24820838415550486,0
dqn_agent_1_2,0,280,7.0,0.24696734223472733,0
dqn_agent_1_2,0,281,7.0,0.2457325055235537,0
dqn_agent_1_2,0,282,16.0,0.24450384299593592,0
dqn_agent_1_2,0,283,9.0,0.24328132378095624,0
dqn_agent_1_2,0,284,11.0,0.24206491716205145,0
dqn_agent_1_2,0,285,4.0,0.2408545925762412,0
dqn_agent_1_2,0,286,4.0,0.23965031961336,0
dqn_agent_1_2,0,287,7.0,0.2384520680152932,0
dqn_agent_1_2,0,288,4.0,0.23725980767521673,0
dqn_agent_1_2,0,289,10.0,0.23607350863684065,0
dqn_agent_1_2,0,290,14.0,0.23489314109365644,0
dqn_agent_1_2,0,291,12.0,0.23371867538818816,0
dqn_agent_1_2,0,292,6.0,0.23255008201124722,0
dqn_agent_1_2,0,293,9.0,0.231387331601191,0
dqn_agent_1_2,0,294,3.0,0.23023039494318503,0
dqn_agent_1_2,0,295,5.0,0.2290792429684691,0
dqn_agent_1_2,0,296,12.0,0.22793384675362674,0
dqn_agent_1_2,0,297,12.0,0.22679417751985861,0
dqn_agent_1_2,0,298,8.0,0.22566020663225933,0
dqn_agent_1_2,0,299,11.0,0.22453190559909803,0
dqn_agent_1_2,0,300,6.0,0.22340924607110255,0
dqn_agent_1_2,0,301,5.0,0.22229219984074702,0
dqn_agent_1_2,0,302,3.0,0.2211807388415433,0
dqn_agent_1_2,0,303,8.0,0.22007483514733558,0
dqn_agent_1_2,0,304,11.0,0.2189744609715989,0
dqn_agent_1_2,0,305,12.0,0.2178795886667409,0
dqn_agent_1_2,0,306,5.0,0.2167901907234072,0
dqn_agent_1_2,0,307,10.0,0.21570623976979014,0
dqn_agent_1_2,0,308,11.0,0.21462770857094118,0
dqn_agent_1_2,0,309,11.0,0.21355457002808648,0
dqn_agent_1_2,0,310,9.0,0.21248679717794605,0
dqn_agent_1_2,0,311,11.0,0.21142436319205632,0
dqn_agent_1_2,0,312,13.0,0.21036724137609603,0
dqn_agent_1_2,0,313,14.0,0.20931540516921554,0
dqn_agent_1_2,0,314,11.0,0.20826882814336947,0
dqn_agent_1_2,0,315,12.0,0.20722748400265262,0
dqn_agent_1_2,0,316,7.0,0.20619134658263935,0
dqn_agent_1_2,0,317,9.0,0.20516038984972615,0
dqn_agent_1_2,0,318,12.0,0.2041345879004775,0
dqn_agent_1_2,0,319,3.0,0.2031139149609751,0
dqn_agent_1_2,0,320,10.0,0.20209834538617025,0
dqn_agent_1_2,0,321,9.0,0.2010878536592394,0
dqn_agent_1_2,0,322,8.0,0.2000824143909432,0
dqn_agent_1_2,0,323,9.0,0.19908200231898848,0
dqn_agent_1_2,0,324,5.0,0.19808659230739353,0
dqn_agent_1_2,0,325,8.0,0.19709615934585656,0
dqn_agent_1_2,0,326,10.0,0.19611067854912728,0
dqn_agent_1_2,0,327,8.0,0.19513012515638165,0
dqn_agent_1_2,0,328,7.0,0.19415447453059972,0
dqn_agent_1_2,0,329,11.0,0.19318370215794672,0
dqn_agent_1_2,0,330,6.0,0.192217783647157,0
dqn_agent_1_2,0,331,2.0,0.1912566947289212,0
dqn_agent_1_2,0,332,10.0,0.1903004112552766,0
dqn_agent_1_2,0,333,4.0,0.18934890919900021,0
dqn_agent_1_2,0,334,10.0,0.18840216465300522,0
dqn_agent_1_2,0,335,16.0,0.18746015382974018,0
dqn_agent_1_2,0,336,11.0,0.1865228530605915,0
dqn_agent_1_2,0,337,10.0,0.18559023879528855,0
dqn_agent_1_2,0,338,10.0,0.1846622876013121,0
dqn_agent_1_2,0,339,5.0,0.18373897616330553,0
dqn_agent_1_2,0,340,8.0,0.182820281282489,0
dqn_agent_1_2,0,341,10.0,0.18190617987607657,0
dqn_agent_1_2,0,342,9.0,0.18099664897669618,0
dqn_agent_1_2,0,343,3.0,0.1800916657318127,0
dqn_agent_1_2,0,344,7.0,0.17919120740315364,0
dqn_agent_1_2,0,345,10.0,0.17829525136613786,0
dqn_agent_1_2,0,346,10.0,0.17740377510930716,0
dqn_agent_1_2,0,347,7.0,0.17651675623376062,0
dqn_agent_1_2,0,348,10.0,0.1756341724525918,0
dqn_agent_1_2,0,349,9.0,0.17475600159032884,0
dqn_agent_1_2,0,350,14.0,0.17388222158237718,0
dqn_agent_1_2,0,351,14.0,0.1730128104744653,0
dqn_agent_1_2,0,352,8.0,0.17214774642209296,0
dqn_agent_1_2,0,353,6.0,0.1712870076899825,0
dqn_agent_1_2,0,354,9.0,0.17043057265153258,0
dqn_agent_1_2,0,355,11.0,0.16957841978827493,0
dqn_agent_1_2,0,356,8.0,0.16873052768933355,0
dqn_agent_1_2,0,357,11.0,0.1678868750508869,0
dqn_agent_1_2,0,358,8.0,0.16704744067563246,0
dqn_agent_1_2,0,359,17.0,0.1662122034722543,0
dqn_agent_1_2,0,360,16.0,0.16538114245489302,0
dqn_agent_1_2,0,361,10.0,0.16455423674261854,0
dqn_agent_1_2,0,362,14.0,0.16373146555890544,0
dqn_agent_1_2,0,363,8.0,0.16291280823111093,0
dqn_agent_1_2,0,364,9.0,0.16209824418995536,0
dqn_agent_1_2,0,365,10.0,0.16128775296900558,0
dqn_agent_1_2,0,366,15.0,0.16048131420416054,0
dqn_agent_1_2,0,367,11.0,0.15967890763313974,0
dqn_agent_1_2,0,368,14.0,0.15888051309497406,0
dqn_agent_1_2,0,369,17.0,0.1580861105294992,0
dqn_agent_1_2,0,370,11.0,0.1572956799768517,0
dqn_agent_1_2,0,371,9.0,0.15650920157696743,0
dqn_agent_1_2,0,372,11.0,0.1557266555690826,0
dqn_agent_1_2,0,373,20.0,0.1549480222912372,0
dqn_agent_1_2,0,374,8.0,0.15417328217978102,0
dqn_agent_1_2,0,375,4.0,0.1534024157688821,0
dqn_agent_1_2,0,376,16.0,0.1526354036900377,0
dqn_agent_1_2,0,377,11.0,0.1518722266715875,0
dqn_agent_1_2,0,378,16.0,0.15111286553822956,0
dqn_agent_1_2,0,379,8.0,0.15035730121053842,0
dqn_agent_1_2,0,380,15.0,0.14960551470448571,0
dqn_agent_1_2,0,381,8.0,0.14885748713096328,0
dqn_agent_1_2,0,382,9.0,0.14811319969530845,0
dqn_agent_1_2,0,383,9.0,0.1473726336968319,0
dqn_agent_1_2,0,384,9.0,0.14663577052834775,0
dqn_agent_1_2,0,385,9.0,0.14590259167570602,0
dqn_agent_1_2,0,386,11.0,0.1451730787173275,0
dqn_agent_1_2,0,387,10.0,0.14444721332374086,0
dqn_agent_1_2,0,388,2.0,0.14372497725712216,0
dqn_agent_1_2,0,389,12.0,0.14300635237083656,0
dqn_agent_1_2,0,390,13.0,0.14229132060898236,0
dqn_agent_1_2,0,391,9.0,0.14157986400593744,0
dqn_agent_1_2,0,392,12.0,0.14087196468590776,0
dqn_agent_1_2,0,393,16.0,0.14016760486247823,0
dqn_agent_1_2,0,394,11.0,0.13946676683816583,0
dqn_agent_1_2,0,395,8.0,0.138769433003975,0
dqn_agent_1_2,0,396,10.0,0.13807558583895513,0
dqn_agent_1_2,0,397,3.0,0.13738520790976036,0
dqn_agent_1_2,0,398,8.0,0.13669828187021155,0
dqn_agent_1_2,0,399,6.0,0.13601479046086049,0
dqn_agent_1_2,0,400,9.0,0.1353347165085562,0
dqn_agent_1_2,0,401,12.0,0.1346580429260134,0
dqn_agent_1_2,0,402,5.0,0.13398475271138335,0
dqn_agent_1_2,0,403,10.0,0.13331482894782642,0
dqn_agent_1_2,0,404,5.0,0.13264825480308728,0
dqn_agent_1_2,0,405,7.0,0.13198501352907185,0
dqn_agent_1_2,0,406,8.0,0.1313250884614265,0
dqn_agent_1_2,0,407,15.0,0.13066846301911936,0
dqn_agent_1_2,0,408,15.0,0.13001512070402377,0
dqn_agent_1_2,0,409,11.0,0.12936504510050365,0
dqn_agent_1_2,0,410,11.0,0.12871821987500112,0
dqn_agent_1_2,0,411,6.0,0.12807462877562611,0
dqn_agent_1_2,0,412,12.0,0.12743425563174798,0
dqn_agent_1_2,0,413,12.0,0.12679708435358925,0
dqn_agent_1_2,0,414,6.0,0.1261630989318213,0
dqn_agent_1_2,0,415,10.0,0.1255322834371622,0
dqn_agent_1_2,0,416,9.0,0.12490462201997637,0
dqn_agent_1_2,0,417,11.0,0.1242800989098765,0
dqn_agent_1_2,0,418,14.0,0.12365869841532712,0
dqn_agent_1_2,0,419,16.0,0.12304040492325048,0
dqn_agent_1_2,0,420,7.0,0.12242520289863423,0
dqn_agent_1_2,0,421,9.0,0.12181307688414106,0
dqn_agent_1_2,0,422,8.0,0.12120401149972035,0
dqn_agent_1_2,0,423,16.0,0.12059799144222175,0
dqn_agent_1_2,0,424,12.0,0.11999500148501063,0
dqn_agent_1_2,0,425,11.0,0.11939502647758558,0
dqn_agent_1_2,0,426,17.0,0.11879805134519765,0
dqn_agent_1_2,0,427,16.0,0.11820406108847166,0
dqn_agent_1_2,0,428,9.0,0.1176130407830293,0
dqn_agent_1_2,0,429,12.0,0.11702497557911415,0
dqn_agent_1_2,0,430,5.0,0.11643985070121858,0
dqn_agent_1_2,0,431,6.0,0.11585765144771248,0
dqn_agent_1_2,0,432,14.0,0.11527836319047392,0
dqn_agent_1_2,0,433,16.0,0.11470197137452155,0
dqn_agent_1_2,0,434,3.0,0.11412846151764894,0
dqn_agent_1_2,0,435,6.0,0.1135578192100607,0
dqn_agent_1_2,0,436,13.0,0.11299003011401039,0
dqn_agent_1_2,0,437,15.0,0.11242507996344034,0
dqn_agent_1_2,0,438,17.0,0.11186295456362313,0
dqn_agent_1_2,0,439,11.0,0.11130363979080501,0
dqn_agent_1_2,0,440,14.0,0.11074712159185099,0
dqn_agent_1_2,0,441,8.0,0.11019338598389174,0
dqn_agent_1_2,0,442,15.0,0.10964241905397228,0
dqn_agent_1_2,0,443,12.0,0.10909420695870241,0
dqn_agent_1_2,0,444,11.0,0.1085487359239089,0
dqn_agent_1_2,0,445,12.0,0.10800599224428936,0
dqn_agent_1_2,0,446,14.0,0.10746596228306791,0
dqn_agent_1_2,0,447,15.0,0.10692863247165257,0
dqn_agent_1_2,0,448,13.0,0.1063939893092943,0
dqn_agent_1_2,0,449,12.0,0.10586201936274783,0
dqn_agent_1_2,0,450,11.0,0.10533270926593409,0
dqn_agent_1_2,0,451,14.0,0.10480604571960442,0
dqn_agent_1_2,0,452,15.0,0.1042820154910064,0
dqn_agent_1_2,0,453,9.0,0.10376060541355137,0
dqn_agent_1_2,0,454,13.0,0.1032418023864836,0
dqn_agent_1_2,0,455,12.0,0.10272559337455119,0
dqn_agent_1_2,0,456,9.0,0.10221196540767843,0
dqn_agent_1_2,0,457,8.0,0.10170090558064004,0
dqn_agent_1_2,0,458,18.0,0.10119240105273684,0
dqn_agent_1_2,0,459,10.0,0.10068643904747315,0
dqn_agent_1_2,0,460,8.0,0.10018300685223579,0
dqn_agent_1_2,0,461,19.0,0.0996820918179746,0
dqn_agent_1_2,0,462,14.0,0.09918368135888474,0
dqn_agent_1_2,0,463,1.0,0.09868776295209031,0
dqn_agent_1_2,0,464,12.0,0.09819432413732986,0
dqn_agent_1_2,0,465,13.0,0.09770335251664321,0
dqn_agent_1_2,0,466,13.0,0.09721483575406,0
